"Image Location"|"Image Tag"|"Algorithm Name"|"Start Time"|"Job Id"|"Analysis Region"|"Analysis Inputs"|"TH1 Count"|"ILC1 Count"|"TH1 within 50μm of ILC1"|"% TH1 within 50μm of ILC1"|"Average Distance (μm) to ILC1"|"Number of Unique ILC1"|"Average number of TH1 within 50μm of ILC1"|"TH1 within 0-5μm of ILC1"|"TH1 within 5-10μm of ILC1"|"TH1 within 10-15μm of ILC1"|"TH1 within 15-20μm of ILC1"|"TH1 within 20-25μm of ILC1"|"TH1 within 25-30μm of ILC1"|"TH1 within 30-35μm of ILC1"|"TH1 within 35-40μm of ILC1"|"TH1 within 40-45μm of ILC1"|"TH1 within 45-50μm of ILC1"|"TH2 Count"|"TH2 within 50μm of ILC1"|"% TH2 within 50μm of ILC1"|"Average number of TH2 within 50μm of ILC1"|"TH2 within 0-5μm of ILC1"|"TH2 within 5-10μm of ILC1"|"TH2 within 10-15μm of ILC1"|"TH2 within 15-20μm of ILC1"|"TH2 within 20-25μm of ILC1"|"TH2 within 25-30μm of ILC1"|"TH2 within 30-35μm of ILC1"|"TH2 within 35-40μm of ILC1"|"TH2 within 40-45μm of ILC1"|"TH2 within 45-50μm of ILC1"|"TH17 Count"|"TH17 within 50μm of ILC1"|"% TH17 within 50μm of ILC1"|"Average number of TH17 within 50μm of ILC1"|"TH17 within 0-5μm of ILC1"|"TH17 within 5-10μm of ILC1"|"TH17 within 10-15μm of ILC1"|"TH17 within 15-20μm of ILC1"|"TH17 within 20-25μm of ILC1"|"TH17 within 25-30μm of ILC1"|"TH17 within 30-35μm of ILC1"|"TH17 within 35-40μm of ILC1"|"TH17 within 40-45μm of ILC1"|"TH17 within 45-50μm of ILC1"|"ILC2 Count"|"TH1 within 50μm of ILC2"|"% TH1 within 50μm of ILC2"|"Average Distance (μm) to ILC2"|"Number of Unique ILC2"|"Average number of TH1 within 50μm of ILC2"|"TH1 within 0-5μm of ILC2"|"TH1 within 5-10μm of ILC2"|"TH1 within 10-15μm of ILC2"|"TH1 within 15-20μm of ILC2"|"TH1 within 20-25μm of ILC2"|"TH1 within 25-30μm of ILC2"|"TH1 within 30-35μm of ILC2"|"TH1 within 35-40μm of ILC2"|"TH1 within 40-45μm of ILC2"|"TH1 within 45-50μm of ILC2"|"TH2 within 50μm of ILC2"|"% TH2 within 50μm of ILC2"|"Average number of TH2 within 50μm of ILC2"|"TH2 within 0-5μm of ILC2"|"TH2 within 5-10μm of ILC2"|"TH2 within 10-15μm of ILC2"|"TH2 within 15-20μm of ILC2"|"TH2 within 20-25μm of ILC2"|"TH2 within 25-30μm of ILC2"|"TH2 within 30-35μm of ILC2"|"TH2 within 35-40μm of ILC2"|"TH2 within 40-45μm of ILC2"|"TH2 within 45-50μm of ILC2"|"TH17 within 50μm of ILC2"|"% TH17 within 50μm of ILC2"|"Average number of TH17 within 50μm of ILC2"|"TH17 within 0-5μm of ILC2"|"TH17 within 5-10μm of ILC2"|"TH17 within 10-15μm of ILC2"|"TH17 within 15-20μm of ILC2"|"TH17 within 20-25μm of ILC2"|"TH17 within 25-30μm of ILC2"|"TH17 within 30-35μm of ILC2"|"TH17 within 35-40μm of ILC2"|"TH17 within 40-45μm of ILC2"|"TH17 within 45-50μm of ILC2"|"ILC3 Count"|"TH1 within 50μm of ILC3"|"% TH1 within 50μm of ILC3"|"Average Distance (μm) to ILC3"|"Number of Unique ILC3"|"Average number of TH1 within 50μm of ILC3"|"TH1 within 0-5μm of ILC3"|"TH1 within 5-10μm of ILC3"|"TH1 within 10-15μm of ILC3"|"TH1 within 15-20μm of ILC3"|"TH1 within 20-25μm of ILC3"|"TH1 within 25-30μm of ILC3"|"TH1 within 30-35μm of ILC3"|"TH1 within 35-40μm of ILC3"|"TH1 within 40-45μm of ILC3"|"TH1 within 45-50μm of ILC3"|"TH2 within 50μm of ILC3"|"% TH2 within 50μm of ILC3"|"Average number of TH2 within 50μm of ILC3"|"TH2 within 0-5μm of ILC3"|"TH2 within 5-10μm of ILC3"|"TH2 within 10-15μm of ILC3"|"TH2 within 15-20μm of ILC3"|"TH2 within 20-25μm of ILC3"|"TH2 within 25-30μm of ILC3"|"TH2 within 30-35μm of ILC3"|"TH2 within 35-40μm of ILC3"|"TH2 within 40-45μm of ILC3"|"TH2 within 45-50μm of ILC3"|"TH17 within 50μm of ILC3"|"% TH17 within 50μm of ILC3"|"Average number of TH17 within 50μm of ILC3"|"TH17 within 0-5μm of ILC3"|"TH17 within 5-10μm of ILC3"|"TH17 within 10-15μm of ILC3"|"TH17 within 15-20μm of ILC3"|"TH17 within 20-25μm of ILC3"|"TH17 within 25-30μm of ILC3"|"TH17 within 30-35μm of ILC3"|"TH17 within 35-40μm of ILC3"|"TH17 within 40-45μm of ILC3"|"TH17 within 45-50μm of ILC3"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC1 & TH1"|"22/01/2025 12:51:17"|"99864"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"173"|"4437"|"143"|"82,66"|"34,32"|"166"|"0,8614458"|"6"|"15"|"8"|"18"|"18"|"26"|"21"|"12"|"10"|"9"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC1 & TH2"|"22/01/2025 12:52:27"|"99866"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"4437"|||"59,83"|"2176"||||||||||||"15281"|"8464"|"55,39"|"3,889706"|"173"|"479"|"772"|"938"|"1024"|"1152"|"1115"|"999"|"941"|"871"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC1 & TH17"|"22/01/2025 12:53:33"|"99868"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"4437"|||"63,36"|"541"||||||||||||||||||||||||||"943"|"524"|"55,57"|"0,9685767"|"14"|"31"|"46"|"67"|"58"|"63"|"62"|"68"|"61"|"54"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC2 & TH1"|"22/01/2025 12:54:45"|"99869"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"173"|||||||||||||||||||||||||||||||||||||||||||||"10832"|"126"|"72,83"|"40,38"|"165"|"0,76363635"|"8"|"14"|"12"|"21"|"17"|"12"|"19"|"6"|"9"|"8"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC2 & TH2"|"22/01/2025 12:55:56"|"99870"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"15281"||||||||||||||||||||||||||||"10832"|||"17,65"|"6811"||||||||||||"14605"|"95,58"|"2,1443253"|"452"|"5525"|"3234"|"2021"|"1245"|"852"|"529"|"329"|"236"|"182"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC2 & TH17"|"22/01/2025 12:56:53"|"99872"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"943"||||||||||||||"10832"|||"25,54"|"812"|||||||||||||||||||||||||"833"|"88,34"|"1,0258621"|"94"|"155"|"140"|"128"|"98"|"72"|"55"|"43"|"28"|"20"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC3 & TH1"|"22/01/2025 12:58:09"|"99875"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"173"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"1907"|"65"|"37,57"|"66,19"|"156"|"0,41666666"|"1"|"6"|"6"|"5"|"4"|"6"|"9"|"9"|"10"|"9"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC3 & TH2"|"22/01/2025 12:59:18"|"99877"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"15281"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"1907"|||"54,83"|"1519"||||||||||||"8561"|"56,02"|"5,635945"|"181"|"461"|"813"|"960"|"1090"|"1166"|"1039"|"1081"|"915"|"855"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"168971_NVA_17-001.ILC1.RunSG_19T043732.02.czi"|"Proximity Analysis ILC3 & TH17"|"22/01/2025 13:02:08"|"99880"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"943"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"1907"|||"45,5"|"635"|||||||||||||||||||||||||"605"|"64,16"|"0,9527559"|"12"|"94"|"57"|"67"|"78"|"67"|"66"|"51"|"65"|"48"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC1 & TH1"|"22/01/2025 12:56:53"|"99871"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"27"|"172"|"14"|"51,85"|"60,59"|"20"|"0,7"|"1"|"1"|"1"|"0"|"3"|"1"|"0"|"2"|"3"|"2"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC1 & TH2"|"22/01/2025 12:57:13"|"99873"|"Layer 1"|"Proximity Analysis ILC1 & TH2:;Population:TH2;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"172"|||"183,33"|"152"||||||||||||"2307"|"347"|"15,04"|"2,2828948"|"2"|"12"|"18"|"18"|"33"|"32"|"56"|"39"|"64"|"73"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC1 & TH17"|"22/01/2025 12:57:46"|"99874"|"Layer 1"|"Proximity Analysis ILC1 & TH17:;Population:TH17;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||"172"|||"182,71"|"153"||||||||||||||||||||||||||"1095"|"179"|"16,35"|"1,1699346"|"4"|"9"|"7"|"10"|"11"|"21"|"22"|"27"|"29"|"39"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC2 & TH1"|"22/01/2025 12:58:50"|"99876"|"Layer 1"|"Proximity Analysis ILC2 & TH1:;Population:TH1;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"27"|||||||||||||||||||||||||||||||||||||||||||||"203"|"2"|"7,41"|"135,74"|"11"|"0,18181819"|"0"|"0"|"0"|"0"|"1"|"0"|"0"|"0"|"1"|"0"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC2 & TH2"|"22/01/2025 12:59:33"|"99878"|"Layer 1"|"Proximity Analysis ILC2 & TH2:;Population:TH2;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"2307"||||||||||||||||||||||||||||"203"|||"100,62"|"189"||||||||||||"668"|"28,96"|"3,5343916"|"2"|"71"|"70"|"63"|"58"|"77"|"71"|"81"|"94"|"81"|||||||||||||||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC2 & TH17"|"22/01/2025 13:01:40"|"99879"|"Layer 1"|"Proximity Analysis ILC2 & TH17:;Population:TH17;Within:50;Population 2:ILC2;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"1095"||||||||||||||"203"|||"127,02"|"161"|||||||||||||||||||||||||"219"|"20"|"1,3602484"|"4"|"17"|"15"|"15"|"29"|"29"|"27"|"24"|"29"|"30"||||||||||||||||||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC3 & TH1"|"22/01/2025 13:02:37"|"99881"|"Layer 1"|"Proximity Analysis ILC3 & TH1:;Population:TH1;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"27"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"1690"|"21"|"77,78"|"36,22"|"20"|"1,05"|"1"|"3"|"2"|"2"|"4"|"0"|"1"|"2"|"4"|"2"||||||||||||||||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC3 & TH2"|"22/01/2025 13:03:41"|"99882"|"Layer 1"|"Proximity Analysis ILC3 & TH2:;Population:TH2;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||"2307"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"1690"|||"37,35"|"746"||||||||||||"1702"|"73,78"|"2,2815013"|"44"|"148"|"201"|"220"|"212"|"229"|"192"|"168"|"160"|"128"|||||||||||||
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"168972_NVA_17-001.ILC1.RunSG_19T057083.01.czi"|"Proximity Analysis ILC3 & TH17"|"22/01/2025 13:04:31"|"99883"|"Layer 1"|"Proximity Analysis ILC3 & TH17:;Population:TH17;Within:50;Population 2:ILC3;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"||||||||||||||||||||||||||||||||"1095"||||||||||||||||||||||||||||||||||||||||||||||||||||||||"1690"|||"31,48"|"641"|||||||||||||||||||||||||"885"|"80,82"|"1,3806552"|"20"|"169"|"121"|"117"|"104"|"84"|"88"|"78"|"57"|"47"
"\\srvnas01.icr.local\anapath\Imagin_Data\VAN ACKER Nathalie\17-001.ILC1.RunSG\168973_NVA_17-001.ILC1.RunSG_21T000195.21.czi"|"168973_NVA_17-001.ILC1.RunSG_21T000195.21.czi"|"Proximity Analysis ILC1 & TH1"|"22/01/2025 12:47:10"|"99857"|"Layer 1"|"Proximity Analysis ILC1 & TH1:;Population:TH1;Within:50;Population 2:ILC1;Number of Bands:10;Store Object (Pair) Data:False;Generate Markup Image:False"|"7"|"383"|"4"|"57,14"|"57,43"|"7"|"0,5714286"|"0"|"0"|"0"|"0"|"0"|"0"|"1"|"1"|"0"|"2"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
