Case ID,NK/ILC1ie,ILC1,ILC2,ILC3,TH1,TH2,TH17
0,0.7556141186245978,0.2040091102810104,0.4719663288673752,-1.0532548649443845,0.030493324579531963,0.06358984866500977,-0.965758734892102
1,-0.6516003574890614,0.4223008537542272,1.1099620053258434,-1.1869198163004406,-0.008448193696215283,1.3298355658690961,0.00694519522588086
2,-1.1340464961973848,-0.7990162783651436,0.20071287599734428,-1.113327289603164,-0.9586125711466723,-0.48089213972039024,-1.56843821533124
3,-0.4757144543255245,-0.2352131085342837,0.6308883678256325,-0.9245931941550206,-0.19739569403042415,1.3923681380967785,-0.5450251663394076
4,-0.06297192897697619,0.6926023385217857,1.156222928086578,1.5850148392592258,1.1752894598705785,1.5935254530096072,1.6243162525545338
5,0.09899079614742476,0.020786150529283426,0.516802526242561,0.280273607412021,0.6010681596213956,1.0814682015821007,0.330588501741411
6,0.6301172136576461,0.5150259854993097,0.5368165346547287,0.06510290970008285,0.9263202521038764,0.9576348360509046,0.19436997316551352
7,0.041421860011025026,1.8410690714180755,1.7722903526451412,1.9810608923564232,1.7110370079834694,2.10584701565365,2.025321029738557
8,-0.5082358924150393,-0.23335827351418106,-0.169637401852828,0.6423251147097934,-0.27787217298457495,-0.255472435553425,-0.5591428436290151
9,-0.5155194931902877,1.1368425109893416,0.6183068121951705,1.8777438890944866,-0.15561952448952443,-0.22695409368342956,-0.14051820496656658
10,-0.48598952177491583,0.4157130458193261,-0.5744253828101272,0.5857045216591895,-0.4433977745815153,0.2659698430757419,0.10763859753028318
11,-0.45007554923137705,-0.23658154940369905,-0.7037914820618233,0.09087590604977851,-1.0361177829659345,-0.7280935040970685,-0.4119061906334847
12,-0.6252192396398406,-0.02919198279857419,-0.844956674911659,0.10686899116247782,-0.45880488261690766,-0.2664166786615016,-0.4051282963947592
13,0.28701770624191814,0.3873992828299227,-0.5909197556823246,1.0185905696635984,0.007067390042860144,0.22225895147502175,-0.20965110732777006
14,0.5128494453800053,0.31227868902723815,0.29127109018506253,0.02511785986562211,0.3779063433510921,0.6114605420596314,0.004314060141292452
15,0.6127627229616374,1.364975534057021,0.19858327041680662,0.6568009228386036,1.6839450379079282,1.2516061232730558,0.4534507503766204
16,-0.7561889972044623,-0.9448146394596377,-1.3098414649522956,-0.11871200315454586,-1.0914546072718267,-1.2760399160044105,-1.1469884875433782
17,-0.6288133842269639,0.06540253415872439,-1.0799287254492718,0.07727389928986726,-0.7431245171925448,-0.9485392197345105,-0.17973767128400858
18,-0.4331807983156231,0.502172697634615,-0.6306315285258496,0.6933057395505002,-0.9704685777752546,-1.264999659980203,-0.6203150048117618
19,0.08028780735707103,1.2810506240607675,-0.5652496171160013,0.46123637822158414,-0.010743070159767845,-0.40991525096196385,0.7830471164078872
20,0.3158602308648253,1.5148193077394216,0.09095568618491466,0.392065323527271,1.035546928889947,1.1449265925356178,0.6393469976818732
21,0.2175873931421563,2.058137383098828,0.8762082682952242,2.2687616926894036,0.32583652247868095,0.34546807757906944,0.35404703078790334
22,-1.7980011358638603,-0.5983565583575672,-0.5258683611116346,0.03011076372387653,-2.2698613547656117,-0.9757021115674103,-0.7018091524235398
23,-2.9523296927416616,-0.2555212206235391,-0.8192727869111448,0.11487112957093078,-0.5249983350135523,-0.3701046256147198,-0.2029005899677434
24,0.27087072141429874,1.2609779718853724,1.6261428272167753,0.6063872100805466,0.35332379173552453,0.9288906574290976,-0.04551885806849275
25,-0.3710237889318618,-1.0017817265822173,-0.09879964133087563,1.4185251812258304,-0.12935883958843034,0.2942309701091381,0.7728624868573841
26,-0.18724058918506953,-0.411827698196933,1.1813302762388325,-0.16686199219295733,-0.7071993880833958,0.4652595519108334,-1.183327352573288
27,-0.044735688500860515,0.32164149089049004,0.18163106174325652,0.470642276294794,0.8997679245154024,0.9249036754204187,0.9549442496757795
28,0.12276682386752218,2.1849896855508364,1.478510291011312,1.8577070453747788,1.1124503104915944,0.6282523463374499,1.0324828818752063
29,-0.25763957105613505,0.27101156820440814,0.7121222200992702,0.43638100126242885,-0.7398225134943127,0.2640710340477274,0.01375396616183875
30,0.3063898842339013,0.7695724589562829,1.741081293731067,0.030931135124823435,-0.10471043848796534,0.8547588749228885,-1.2060173982270628
31,-0.38700010827669146,-0.3661684804247771,0.480375850161354,-0.07466356443664686,0.33878793146591724,1.436105614796455,0.11121035861595598
32,2.0201219421412286,0.23455606115648744,-1.2734470969782796,-1.0955027436594331,2.0146390047276452,-1.1570275340497627,-0.8882679039717115
33,1.5523473933394087,-0.32752862500657115,-1.6225866835876674,-0.36646271839859856,1.8666376428876879,-1.6372140830374904,1.3905666659603324
34,1.117157618550517,-1.6055636045904842,-1.9582969995450563,-1.8698647205666852,-0.2710861409315312,-2.057409968008401,-1.5158034174045185
35,1.683859697108934,-0.8521872213263423,-1.6461845687143835,-0.9526401175770548,0.38864412315990426,-1.5201272445285208,-0.3560367352044365
36,1.51902013830727,-0.5707850362411376,-1.5096105577289858,0.054967477540758966,1.2652910854565538,-1.5094816169437604,0.2355900835292134
37,1.6194599715074396,-0.6901821718804273,-1.4524206163563118,-0.7861659985166827,0.6916510925669243,-1.4332590293660212,-0.30166969105837915
38,1.9383345362401474,0.40874971233758367,-1.4451539755714915,-0.6008623455018853,1.0093300496900344,-1.230914215197954,0.15338998966902387
39,1.9718061454646543,0.8504213492047947,-1.3510412045690305,-1.1452109159511836,1.2979754230233265,-1.1644811957557786,-0.3221879495364777
40,-1.677466204200936,-2.5598835950410574,-0.1392192063176843,-2.7496075674760907,-2.2698613547656117,-1.099393867939469,-2.949761750559098
41,-0.024627456753065175,-1.0738084756544228,0.5427373568728778,-1.180695414456175,-1.549422969050395,-0.11973771331119618,-0.5445947750473539
42,-0.4064080075581846,-1.2789489504820384,1.07806742437613,-0.18813840028235213,-0.9092909019874306,0.3547430118176515,0.21044391475114693
43,-0.6788333747636591,-0.5564748164233813,1.0867973602467107,-0.6977737890327442,-0.9750311943879479,0.17420750548140873,-0.8533997858197262
44,-1.3848401593181876,-2.0303195414391184,-0.2131902434869492,-0.05524328880280838,-1.1268590268087422,0.5205320144971923,2.534917331614529
45,0.04243243670559014,-0.5546803296924832,0.5749183791532284,-0.7639600859803413,-0.6260244331792649,-0.182057236574622,0.8470465291760833
46,-0.8154107582473766,-1.2081036614186114,0.35602272649696715,-0.8292087315754024,-0.8266147974570816,0.36855211882834193,2.101220113666771
47,-0.003963954884211965,-0.6162078721485393,1.013749861301502,0.09102328531589346,0.2691922503625558,0.7337667757681124,0.9420912061103016
